,CountyName,StateName,dem_to_rep_ratio,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym
1007,Perry,MS,0.29504232199999997,5.0,4.0,4.0,3,4,4.0
1008,Sandusky,OH,0.608543761,4.0,1.0,1.0,2,1,3.0
1009,Isle of Wight,VA,0.645771878,5.0,4.0,4.0,2,4,2.0
1010,Lynchburg City,VA,0.822600378,5.0,4.0,4.0,2,4,2.0
1011,Chicot,AR,1.369463869,,5.0,5.0,2,1,3.0
1012,Tipton,TN,0.342105263,5.0,4.0,4.0,3,4,4.0
1013,Rockingham,VA,0.360369373,5.0,4.0,4.0,2,4,2.0
1014,Kittitas,WA,0.7414851490000001,4.0,4.0,1.0,2,1,2.0
1015,Moore,TX,0.276087503,5.0,3.0,1.0,4,1,3.0
1016,Smyth,VA,0.273333333,5.0,4.0,4.0,2,4,2.0
1017,Crawford,AR,0.268967997,,5.0,5.0,2,1,3.0
1018,Kosciusko,IN,0.263756006,4.0,4.0,1.0,3,1,2.0
1019,Lane,OR,1.53040616,4.0,2.0,2.0,2,1,2.0
1020,Mendocino,CA,2.0278288019999997,3.0,3.0,3.0,3,1,1.0
1021,Richland,OH,0.439600984,4.0,1.0,1.0,2,1,3.0
1022,Winston,MS,0.7841140529999999,5.0,4.0,4.0,3,4,4.0
1023,Wayne,MS,0.588313856,5.0,4.0,4.0,3,4,4.0
1024,Ozaukee,WI,0.662767006,4.0,2.0,2.0,2,1,2.0
1025,Bleckley,GA,0.296047325,5.0,2.0,2.0,2,1,3.0
1026,Sumter,AL,3.001897533,5.0,3.0,1.0,2,1,5.0
1027,Jersey,IL,0.345766649,3.0,2.0,2.0,2,1,2.0
1028,Hoke,NC,1.253350515,5.0,4.0,1.0,2,1,4.0
1029,Hopkins,TX,0.234426076,5.0,3.0,1.0,4,1,3.0
1030,Washington,VA,0.28742236,5.0,4.0,4.0,2,4,2.0
1031,Fayette,TX,0.24522475100000002,5.0,3.0,1.0,4,1,3.0
1032,Edgefield,SC,0.656387021,5.0,2.0,2.0,2,1,5.0
1033,Fayette,TN,0.449942551,5.0,4.0,4.0,3,4,4.0
1034,Marengo,AL,1.07299828,5.0,3.0,1.0,2,1,5.0
1035,Camden,MO,0.281397545,5.0,3.0,3.0,3,1,5.0
1036,Cibola,NM,1.170892019,4.0,2.0,2.0,2,1,2.0
1037,Clay,MS,1.3787951809999999,5.0,4.0,4.0,3,4,4.0
1038,Monroe,TN,0.238223419,5.0,4.0,4.0,3,4,4.0
1039,Le Flore,OK,0.243227062,,5.0,5.0,2,5,5.0
1040,James City,VA,0.8966957659999999,5.0,4.0,4.0,2,4,2.0
1041,Dubois,IN,0.403217359,4.0,4.0,1.0,3,1,2.0
1042,Whiteside,IL,0.8747522790000001,3.0,2.0,2.0,2,1,2.0
1043,Thurston,WA,1.414897993,4.0,4.0,1.0,2,1,2.0
1044,Bradley,TN,0.237503359,5.0,4.0,4.0,3,4,4.0
1045,Chaffee,CO,0.9066963459999999,5.0,4.0,1.0,4,1,2.0
1046,Sheboygan,WI,0.7072524490000001,4.0,2.0,2.0,2,1,2.0
1047,Canadian,OK,0.29195218300000003,,5.0,5.0,2,5,5.0
1048,Nottoway,VA,0.762122845,5.0,4.0,4.0,2,4,2.0
1049,Sevier,TN,0.219951797,5.0,4.0,4.0,3,4,4.0
1050,Pittsburg,OK,0.290990355,,5.0,5.0,2,5,5.0
1051,Tuscarawas,OH,0.452782525,4.0,1.0,1.0,2,1,3.0
1052,Duval,TX,2.1147416409999997,5.0,3.0,1.0,4,1,3.0
1053,Cass,TX,0.245835904,5.0,3.0,1.0,4,1,3.0
1054,Lonoke,AR,0.283795972,,5.0,5.0,2,1,3.0
1055,Crow Wing,MN,0.492753623,5.0,5.0,5.0,2,1,2.0
1056,Tippah,MS,0.25441989,5.0,4.0,4.0,3,4,4.0
1057,Rusk,TX,0.268143101,5.0,3.0,1.0,4,1,3.0
1058,Rosebud,MT,0.43808255700000004,5.0,5.0,5.0,2,1,3.0
1059,Crisp,GA,0.62365355,5.0,2.0,2.0,2,1,3.0
1060,Adair,KY,0.19933705,5.0,5.0,5.0,2,1,2.0
1061,Sevier,AR,0.32754418,,5.0,5.0,2,1,3.0
1062,Kitsap,WA,1.28842466,4.0,4.0,1.0,2,1,2.0
1063,Coffee,TN,0.328986613,5.0,4.0,4.0,3,4,4.0
1064,Stone,AR,0.29248723600000004,,5.0,5.0,2,1,3.0
1065,Newton,AR,0.243130435,,5.0,5.0,2,1,3.0
1066,Bedford,TN,0.29557722399999997,5.0,4.0,4.0,3,4,4.0
1067,Scotland,NC,1.16991688,5.0,4.0,1.0,2,1,4.0
1068,Iroquois,IL,0.25682051300000003,3.0,2.0,2.0,2,1,2.0
1069,Clinton,IN,0.330441918,4.0,4.0,1.0,3,1,2.0
1070,Crockett,TN,0.327222501,5.0,4.0,4.0,3,4,4.0
1071,Lamar,GA,0.437379576,5.0,2.0,2.0,2,1,3.0
1072,Howard,TX,0.266686756,5.0,3.0,1.0,4,1,3.0
1073,Macon,AL,5.28721174,5.0,3.0,1.0,2,1,5.0
1074,Bladen,NC,0.8254970759999999,5.0,4.0,1.0,2,1,4.0
1075,Lafayette,MO,0.368856935,5.0,3.0,3.0,3,1,5.0
1076,Cross,AR,0.436082024,,5.0,5.0,2,1,3.0
1077,Caldwell,NC,0.316479471,5.0,4.0,1.0,2,1,4.0
1078,Plaquemines,LA,0.485072464,4.0,2.0,2.0,2,1,2.0
1079,St Francois,MO,0.357797115,5.0,3.0,3.0,3,1,5.0
1080,Pontotoc,MS,0.230843653,5.0,4.0,4.0,3,4,4.0
1081,Accomack,VA,0.785273214,5.0,4.0,4.0,2,4,2.0
1082,Armstrong,PA,0.305654914,5.0,4.0,4.0,2,1,2.0
1083,Shoshone,ID,0.419775554,4.0,4.0,4.0,4,4,4.0
1084,Prentiss,MS,0.270266736,5.0,4.0,4.0,3,4,4.0
1085,Dodge,WI,0.524265285,4.0,2.0,2.0,2,1,2.0
1086,Barnwell,SC,0.899979546,5.0,2.0,2.0,2,1,5.0
1087,Winn,LA,0.35677083299999995,4.0,2.0,2.0,2,1,2.0
1088,Wilkinson,MS,2.1676783,5.0,4.0,4.0,3,4,4.0
1089,Catoosa,GA,0.22853995,5.0,2.0,2.0,2,1,3.0
1090,Stafford,VA,0.8240226759999999,5.0,4.0,4.0,2,4,2.0
1091,Columbia,AR,0.5755131960000001,,5.0,5.0,2,1,3.0
1092,Hardin,TN,0.202446331,5.0,4.0,4.0,3,4,4.0
1093,Boone,MO,1.136049724,4.0,3.0,3.0,3,1,5.0
1094,Hawaii,HI,2.3575224269999997,4.0,4.0,4.0,4,1,4.0
1095,Wilkinson,GA,0.8118302609999999,5.0,2.0,2.0,2,1,3.0
1096,Aransas,TX,0.318475452,5.0,3.0,1.0,4,1,3.0
1097,Scott,MO,0.271491495,5.0,3.0,3.0,3,1,5.0
1098,Winona,MN,0.9376340540000001,5.0,5.0,5.0,2,1,2.0
1099,Phelps,MO,0.37500983600000004,5.0,3.0,3.0,3,1,5.0
1100,Maui,HI,2.489959839,4.0,4.0,4.0,4,1,4.0
1101,Franklin,IA,0.472020234,,5.0,5.0,5,1,2.0
1102,York,ME,1.1079499240000001,5.0,2.0,2.0,1,1,4.0
1103,Wayne,IN,0.5192163710000001,4.0,4.0,1.0,3,1,2.0
1104,Grayson,VA,0.251609442,5.0,4.0,4.0,2,4,2.0
1105,Obion,TN,0.25467142600000003,5.0,4.0,4.0,3,4,4.0
1106,Van Buren,MI,0.741084405,4.0,4.0,4.0,2,1,2.0
1107,Culpeper,VA,0.581242041,5.0,4.0,4.0,2,4,2.0
1108,Lenawee,MI,0.633749527,4.0,4.0,4.0,2,1,2.0
1109,Fayette,WV,0.41421261,4.0,4.0,4.0,2,4,4.0
1110,Monroe,OH,0.341413311,4.0,1.0,1.0,2,1,3.0
1111,Jefferson,TN,0.236464537,5.0,4.0,4.0,3,4,4.0
1112,Lee,AR,1.4117168430000002,,5.0,5.0,2,1,3.0
1113,Cole,MO,0.443329542,4.0,3.0,3.0,3,1,5.0
1114,Hancock,OH,0.39734524299999996,4.0,1.0,1.0,2,1,3.0
1115,Dickson,TN,0.356835185,5.0,4.0,4.0,3,4,4.0
1116,Gonzales,TX,0.342489645,5.0,3.0,1.0,4,1,3.0
1117,Baker,FL,0.20516805899999999,5.0,2.0,2.0,2,1,3.0
1118,Berkeley,WV,0.436234244,4.0,4.0,4.0,2,4,4.0
1119,Lincoln,AR,0.5099796329999999,,5.0,5.0,2,1,3.0
1120,Nicollet,MN,0.9346924259999999,5.0,5.0,5.0,2,1,2.0
1121,Windham,CT,0.846389871,4.0,4.0,4.0,2,1,2.0
1122,Palo Pinto,TX,0.206180589,5.0,3.0,1.0,4,1,3.0
1123,Pickens,AL,0.728005865,5.0,3.0,1.0,2,1,5.0
1124,Northampton,NC,1.715242881,5.0,4.0,1.0,2,1,4.0
1125,Tunica,MS,3.1266119580000002,5.0,4.0,4.0,3,4,4.0
1126,Zavala,TX,3.798270893,5.0,3.0,1.0,4,1,3.0
1127,Greene,MS,0.22468281399999998,5.0,4.0,4.0,3,4,4.0
1128,Bullock,AL,3.096491228,5.0,3.0,1.0,2,1,5.0
1129,Iron,MI,0.5453061220000001,4.0,4.0,4.0,2,1,2.0
1130,Rockingham,NC,0.530301901,5.0,4.0,1.0,2,1,4.0
1131,Gilchrist,FL,0.216320475,5.0,2.0,2.0,2,1,3.0
1132,New Madrid,MO,0.366793169,5.0,3.0,3.0,3,1,5.0
1133,Jackson,KY,0.098588668,5.0,5.0,5.0,2,1,2.0
1134,Cass,IN,0.38748582600000003,4.0,4.0,1.0,3,1,2.0
1135,Lauderdale,TN,0.625716626,5.0,4.0,4.0,3,4,4.0
1136,Calhoun,SC,0.94349089,5.0,2.0,2.0,2,1,5.0
1137,Lawrence,TN,0.227133655,5.0,4.0,4.0,3,4,4.0
1138,Story,IA,1.321256039,,5.0,5.0,5,1,2.0
1139,Bristol,RI,1.629559398,5.0,2.0,2.0,2,4,4.0
1140,Karnes,TX,0.38617200700000004,5.0,3.0,1.0,4,1,3.0
1141,Leavenworth,KS,0.578807121,4.0,2.0,2.0,2,4,4.0
1142,Scott,KY,0.512556471,5.0,5.0,5.0,2,1,2.0
1143,Henderson,KY,0.551607862,5.0,5.0,5.0,2,1,2.0
1144,Preble,OH,0.28000776899999996,4.0,1.0,1.0,2,1,3.0
1145,Henry,OH,0.403827545,4.0,1.0,1.0,2,1,3.0
1146,Rhea,TN,0.224249423,5.0,4.0,4.0,3,4,4.0
1147,Campbell,KY,0.585149701,5.0,5.0,5.0,2,1,2.0
1148,Sherburne,MN,0.42807458200000004,5.0,5.0,5.0,2,1,2.0
1149,Butler,KY,0.213866305,5.0,5.0,5.0,2,1,2.0
1150,Fayette,IL,0.246744438,3.0,2.0,2.0,2,1,2.0
1151,Jasper,MS,1.081723626,5.0,4.0,4.0,3,4,4.0
1152,Newton,MO,0.242786941,5.0,3.0,3.0,3,1,5.0
1153,Eddy,NM,0.382824979,4.0,2.0,2.0,2,1,2.0
1154,Clarke,AL,0.805182073,5.0,3.0,1.0,2,1,5.0
1155,Floyd,VA,0.43453618,5.0,4.0,4.0,2,4,2.0
1156,Hart,GA,0.354790008,5.0,2.0,2.0,2,1,3.0
1157,Chaves,NM,0.42992542,4.0,2.0,2.0,2,1,2.0
1158,Humphreys,MS,2.668114683,5.0,4.0,4.0,3,4,4.0
1159,Stewart,GA,1.518012422,5.0,2.0,2.0,2,1,3.0
1160,Gilmer,GA,0.187553689,5.0,2.0,2.0,2,1,3.0
1161,Franklin,GA,0.176212078,5.0,2.0,2.0,2,1,3.0
1162,Fannin,TX,0.22329283600000002,5.0,3.0,1.0,4,1,3.0
1163,George,MS,0.11810027599999999,5.0,4.0,4.0,3,4,4.0
1164,Lincoln,KY,0.25415644600000004,5.0,5.0,5.0,2,1,2.0
1165,Lafayette,FL,0.184407262,5.0,2.0,2.0,2,1,3.0
1166,Delta,MI,0.578724935,4.0,4.0,4.0,2,1,2.0
1167,Claiborne,MS,6.8666666670000005,5.0,4.0,4.0,3,4,4.0
1168,Lincoln,NC,0.343574255,5.0,4.0,1.0,2,1,4.0
1169,Gratiot,MI,0.573481781,4.0,4.0,4.0,2,1,2.0
1170,Perry,IL,0.359153902,3.0,2.0,2.0,2,1,2.0
1171,Lee,NC,0.763491832,5.0,4.0,1.0,2,1,4.0
1172,Chelan,WA,0.7194435240000001,4.0,4.0,1.0,2,1,2.0
1173,Camden,GA,0.48172217700000003,5.0,2.0,2.0,2,1,3.0
1174,Jackson,TX,0.211908111,5.0,3.0,1.0,4,1,3.0
1175,Itasca,MN,0.697755418,5.0,5.0,5.0,2,1,2.0
1176,Bell,KY,0.22153529100000002,5.0,5.0,5.0,2,1,2.0
1177,Amador,CA,0.572627563,3.0,3.0,3.0,3,1,1.0
1178,Winnebago,IA,0.560197273,,5.0,5.0,5,1,2.0
1179,Auglaize,OH,0.213313324,4.0,1.0,1.0,2,1,3.0
1180,Fond du Lac,WI,0.560204871,4.0,2.0,2.0,2,1,2.0
1181,Bureau,IL,0.649606723,3.0,2.0,2.0,2,1,2.0
1182,Finney,KS,0.503149606,5.0,2.0,2.0,2,4,4.0
1183,Nye,NV,0.382317622,5.0,4.0,4.0,2,1,3.0
1184,Noxubee,MS,3.6225,5.0,4.0,4.0,3,4,4.0
1185,Calaveras,CA,0.587965362,3.0,3.0,3.0,3,1,1.0
1186,Smith,MS,0.272773279,5.0,4.0,4.0,3,4,4.0
1187,Nobles,MN,0.51575769,5.0,5.0,5.0,2,1,2.0
1188,Limestone,TX,0.306763285,5.0,3.0,1.0,4,1,3.0
1189,De Kalb,TN,0.30342293600000003,5.0,4.0,4.0,3,4,4.0
1190,La Paz,AZ,0.39345490899999996,5.0,2.0,2.0,2,1,3.0
1191,Martin,MN,0.38700085,5.0,5.0,5.0,2,1,2.0
1192,Grayson,KY,0.23835016399999998,5.0,5.0,5.0,2,1,2.0
1193,Yamhill,OR,0.8301505379999999,4.0,2.0,2.0,2,1,2.0
1194,Portage,WI,1.070206865,4.0,2.0,2.0,2,1,2.0
1195,Putnam,IN,0.315502491,4.0,4.0,1.0,3,1,2.0
1196,Boyd,KY,0.443013759,5.0,5.0,5.0,2,1,2.0
1197,Cabell,WV,0.5766750629999999,4.0,4.0,4.0,2,4,4.0
1198,Scott,IN,0.434968719,4.0,4.0,1.0,3,1,2.0
1199,Waller,TX,0.545817111,5.0,3.0,1.0,4,1,3.0
1200,McDonough,IL,0.7782192790000001,3.0,2.0,2.0,2,1,2.0
1201,Pipestone,MN,0.337627322,5.0,5.0,5.0,2,1,2.0
1202,Bedford,VA,0.318601389,5.0,4.0,4.0,2,4,2.0
1203,Richland,LA,0.502147288,4.0,2.0,2.0,2,1,2.0
1204,Parmer,TX,0.25326370800000003,5.0,3.0,1.0,4,1,3.0
1205,Jennings,IN,0.287451362,4.0,4.0,1.0,3,1,2.0
1206,Cook,GA,0.41977969299999995,5.0,2.0,2.0,2,1,3.0
1207,Gulf,FL,0.322762244,5.0,2.0,2.0,2,1,3.0
1208,Dodge,NE,0.457465016,,3.0,3.0,3,5,5.0
1209,Stoddard,MO,0.16932936199999998,5.0,3.0,3.0,3,1,5.0
1210,Lewis,KY,0.179922072,5.0,5.0,5.0,2,1,2.0
1211,Greene,NY,0.566434636,3.0,2.0,1.0,2,1,2.0
1212,Greene,AR,0.28647388100000004,,5.0,5.0,2,1,3.0
1213,La Grange,IN,0.29608540899999997,4.0,4.0,1.0,3,1,2.0
1214,Martin,NC,0.991351535,5.0,4.0,1.0,2,1,4.0
1215,Inyo,CA,0.742702448,3.0,3.0,3.0,3,1,1.0
1216,Isabella,MI,0.9242989140000001,4.0,4.0,4.0,2,1,2.0
1217,Concordia,LA,0.59740734,4.0,2.0,2.0,2,1,2.0
1218,Kemper,MS,1.589988751,5.0,4.0,4.0,3,4,4.0
1219,Louisa,IA,0.536982731,,5.0,5.0,5,1,2.0
1220,Poinsett,AR,0.341693929,,5.0,5.0,2,1,3.0
1221,Hill,TX,0.251978631,5.0,3.0,1.0,4,1,3.0
1222,Kay,OK,0.307098258,,5.0,5.0,2,5,5.0
1223,Greene,IL,0.290711701,3.0,2.0,2.0,2,1,2.0
1224,Fayette,IN,0.329287908,4.0,4.0,1.0,3,1,2.0
1225,Knox,OH,0.427107835,4.0,1.0,1.0,2,1,3.0
1226,Laclede,MO,0.198198898,5.0,3.0,3.0,3,1,5.0
1227,Union,SC,0.669735165,5.0,2.0,2.0,2,1,5.0
1228,Saratoga,NY,0.932899679,3.0,2.0,1.0,2,1,2.0
1229,Casey,KY,0.139912441,5.0,5.0,5.0,2,1,2.0
1230,Greene,AL,4.788782816,5.0,3.0,1.0,2,1,5.0
1231,San Augustine,TX,0.34706331,5.0,3.0,1.0,4,1,3.0
1232,Polk,OR,0.866948258,4.0,2.0,2.0,2,1,2.0
1233,Abbeville,SC,0.553156883,5.0,2.0,2.0,2,1,5.0
1234,Wasco,OR,0.8196468370000001,4.0,2.0,2.0,2,1,2.0
1235,Refugio,TX,0.565027322,5.0,3.0,1.0,4,1,3.0
1236,Phillips,AR,1.762060507,,5.0,5.0,2,1,3.0
1237,White,IN,0.37574350799999995,4.0,4.0,1.0,3,1,2.0
1238,Comanche,OK,0.59756034,,5.0,5.0,2,5,5.0
1239,Warren,VA,0.439055466,5.0,4.0,4.0,2,4,2.0
1240,Centre,PA,1.051425979,5.0,4.0,4.0,2,1,2.0
1241,Bacon,GA,0.180737218,5.0,2.0,2.0,2,1,3.0
1242,Rio Arriba,NM,2.665184774,4.0,2.0,2.0,2,1,2.0
1243,Randolph,AL,0.29733939,5.0,3.0,1.0,2,1,5.0
1244,Yalobusha,MS,0.764810427,5.0,4.0,4.0,3,4,4.0
1245,Shelby,OH,0.22824099,4.0,1.0,1.0,2,1,3.0
1246,Emmet,IA,0.43437900100000004,,5.0,5.0,5,1,2.0
1247,Seneca,OH,0.499426644,4.0,1.0,1.0,2,1,3.0
1248,Washington,NY,0.66847906,3.0,2.0,1.0,2,1,2.0
1249,Taylor,FL,0.310533911,5.0,2.0,2.0,2,1,3.0
1250,Essex,NY,0.9753706959999999,3.0,2.0,1.0,2,1,2.0
1251,Linn,OR,0.537356665,4.0,2.0,2.0,2,1,2.0
1252,Dawson,NE,0.356951872,,3.0,3.0,3,5,5.0
1253,Lawrence,AR,0.310777559,,5.0,5.0,2,1,3.0
1254,Webster,IA,0.626988862,,5.0,5.0,5,1,2.0
1255,Strafford,NH,1.20026142,5.0,4.0,4.0,2,1,5.0
1256,Napa,CA,2.251392798,3.0,3.0,3.0,3,1,1.0
1257,Calhoun,FL,0.26659505899999997,5.0,2.0,2.0,2,1,3.0
1258,Guthrie,IA,0.477398015,,5.0,5.0,5,1,2.0
1259,Franklin,TN,0.37929240399999997,4.0,4.0,4.0,3,4,4.0
1260,Nevada,AR,0.5785,,5.0,5.0,2,1,3.0
1261,Miller,AR,0.37834248299999995,,5.0,5.0,2,1,3.0
1262,Stone,MS,0.296456841,5.0,4.0,4.0,3,4,4.0
1263,Randolph,IL,0.343110845,3.0,2.0,2.0,2,1,2.0
1264,Waldo,ME,1.0059741759999998,5.0,2.0,2.0,1,1,4.0
1265,Madison,OH,0.410884705,4.0,1.0,1.0,2,1,3.0
1266,Fremont,WY,0.376108176,5.0,3.0,3.0,3,1,3.0
1267,Lumpkin,GA,0.230793222,5.0,2.0,2.0,2,1,3.0
1268,McDuffie,GA,0.6809646540000001,5.0,2.0,2.0,2,1,3.0
1269,Meriwether,GA,0.72845653,5.0,2.0,2.0,2,1,3.0
1270,Houston,TN,0.396883593,5.0,4.0,4.0,3,4,4.0
1271,Tippecanoe,IN,0.886700468,4.0,4.0,1.0,3,1,2.0
1272,Lawrence,MO,0.221636489,5.0,3.0,3.0,3,1,5.0
1273,Lawrence,MS,0.536543632,5.0,4.0,4.0,3,4,4.0
1274,Cleburne,AR,0.22213998699999998,,5.0,5.0,2,1,3.0
1275,Cherokee,AL,0.172791243,5.0,3.0,1.0,2,1,5.0
1276,Dooly,GA,0.959507945,5.0,2.0,2.0,2,1,3.0
1277,Bottineau,ND,0.29510826,,,,2,1,3.0
1278,Ellis,KS,0.32388377,5.0,2.0,2.0,2,4,4.0
1279,Marion,MO,0.317868139,5.0,3.0,3.0,3,1,5.0
1280,Adams,IL,0.336814392,3.0,2.0,2.0,2,1,2.0
1281,Red River,TX,0.29266428899999997,5.0,3.0,1.0,4,1,3.0
1282,Sabine,LA,0.21614418100000002,4.0,2.0,2.0,2,1,2.0
1283,Sharkey,MS,2.1372832369999997,5.0,4.0,4.0,3,4,4.0
1284,Lee,TX,0.274564739,5.0,3.0,1.0,4,1,3.0
1285,Grand Forks,ND,0.664075887,,,,2,1,3.0
1286,Marion,TX,0.39054643,5.0,3.0,1.0,4,1,3.0
1287,Alpena,MI,0.5365236520000001,4.0,4.0,4.0,2,1,2.0
1288,Lake,CA,1.084630626,3.0,3.0,3.0,3,1,1.0
1289,Montgomery,IL,0.40602549200000004,3.0,2.0,2.0,2,1,2.0
1290,Douglas,KS,2.123842593,4.0,2.0,2.0,2,4,4.0
1291,Wise,TX,0.16507015,5.0,3.0,1.0,4,1,3.0
1292,Perry,IN,0.672080773,4.0,4.0,1.0,3,1,2.0
1293,White,TN,0.24051623,5.0,4.0,4.0,3,4,4.0
1294,Indiana,PA,0.46319511399999996,5.0,4.0,4.0,2,1,2.0
1295,Cattaraugus,NY,0.482277067,3.0,2.0,1.0,2,1,2.0
1296,Clinton,MI,0.762248105,4.0,4.0,4.0,2,1,2.0
1297,Jones,NC,0.6943510420000001,5.0,4.0,1.0,2,1,4.0
1298,Iosco,MI,0.520671061,4.0,4.0,4.0,2,1,2.0
1299,Lincoln,OR,1.24524355,4.0,2.0,2.0,2,1,2.0
1300,Harlan,KY,0.150290284,5.0,5.0,5.0,2,1,2.0
1301,Deschutes,OR,0.9289153459999999,4.0,2.0,2.0,2,1,2.0
1302,Polk,TN,0.245634687,5.0,4.0,4.0,3,4,4.0
1303,Otero,NM,0.515184656,4.0,2.0,2.0,2,1,2.0
1304,McDonald,MO,0.20139415100000002,5.0,3.0,3.0,3,1,5.0
1305,Jackson,AL,0.22030950100000002,5.0,3.0,1.0,2,1,5.0
1306,Coryell,TX,0.414233129,5.0,3.0,1.0,4,1,3.0
1307,Carroll,IN,0.301610075,4.0,4.0,1.0,3,1,2.0
1308,Amite,MS,0.628817906,5.0,4.0,4.0,3,4,4.0
1309,Osage,OK,0.445018685,,5.0,5.0,2,5,5.0
1310,Barren,KY,0.317065935,5.0,5.0,5.0,2,1,2.0
1311,Clinton,OH,0.293828588,4.0,1.0,1.0,2,1,3.0
1312,Wheeler,GA,0.45460943,5.0,2.0,2.0,2,1,3.0
1313,Bibb,AL,0.278124072,5.0,3.0,1.0,2,1,5.0
1314,Kerr,TX,0.264060473,5.0,3.0,1.0,4,1,3.0
1315,Bryan,GA,0.381232786,5.0,2.0,2.0,2,1,3.0
1316,Pettis,MO,0.33754879,5.0,3.0,3.0,3,1,5.0
1317,La Salle,TX,1.2947247709999998,5.0,3.0,1.0,4,1,3.0
1318,Newton,TX,0.269589552,5.0,3.0,1.0,4,1,3.0
1319,Sequoyah,OK,0.281135195,,5.0,5.0,2,5,5.0
1320,Dawson,TX,0.31676783,5.0,3.0,1.0,4,1,3.0
1321,San Benito,CA,1.596862645,3.0,3.0,3.0,3,1,1.0
1322,Bullitt,KY,0.314956124,5.0,5.0,5.0,2,1,2.0
1323,Midland,MI,0.65566552,4.0,4.0,4.0,2,1,2.0
1324,Hickman,TN,0.320280948,5.0,4.0,4.0,3,4,4.0
